"date","open","high","low","close","volume"
"2019-04-20T03:05:00Z","5271.06435536","5271.06435536","5271.06435536","5271.06435536","49.14887994"
"2019-04-20T03:10:00Z","5271.06435536","5271.06435536","5271.06435536","5271.06435536","36.4572639"
"2019-04-20T03:15:00Z","5271.06435535","5271.06435535","5269.61595933","5269.61595933","159.74337431"
"2019-04-20T03:20:00Z","5266.88526164","5267.79174714","5265.68547295","5267.79174714","1894.99289034"
"2019-04-20T03:25:00Z","5269.15206084","5273.36822556","5269.15206084","5273.36822556","143.84637758"
"2019-04-20T03:30:00Z","5271.25887827","5271.25887827","5271.25887827","5271.25887827","26.35629439"
"2019-04-20T03:35:00Z","5271.25887827","5271.25887827","5271.25887827","5271.25887827","0"
"2019-04-20T03:40:00Z","5273.29174383","5274.62814822","5273.29174383","5274.62814822","13.95393342"
"2019-04-20T03:45:00Z","5274.49174383","5274.49174383","5273.29174382","5273.29174382","20.58549218"
"2019-04-20T03:50:00Z","5274.49174383","5274.62814822","5274.49174383","5274.62814822","4667.26302253"
"2019-04-20T03:55:00Z","5274.98188814","5275.37758519","5272.91188815","5273.97082117","1966.56499938"
"2019-04-20T04:00:00Z","5276.58725573","5277.42250144","5276.42580309","5276.4258031","2037.300069"
"2019-04-20T04:05:00Z","5276.42580309","5276.42580309","5261.70000001","5263.92642508","1355.09464125"
"2019-04-20T04:10:00Z","5263.92642508","5271.25197631","5263.92642508","5267.6158129","6386.06405436"
"2019-04-20T04:15:00Z","5267.98996603","5270","5267.98996603","5270","950.74285059"
"2019-04-20T04:20:00Z","5271.32058232","5279.41549636","5271.32058232","5279.41549636","2891.19724172"
"2019-04-20T04:25:00Z","5279","5279","5279","5279","653.13102471"
"2019-04-20T04:30:00Z","5282.10000087","5282.10000087","5278.79504118","5279","1314.64006266"
"2019-04-20T04:35:00Z","5281.02808589","5281.02808589","5275.41000003","5275.41000003","547.49383743"
"2019-04-20T04:40:00Z","5277","5283.20000001","5277","5283.20000001","5518.13645955"
"2019-04-20T04:45:00Z","5283.20000001","5294.98480942","5283.20000001","5294.98480942","14053.00338386"
"2019-04-20T04:50:00Z","5286.90009999","5289.20256838","5282.41000002","5282.41000002","15661.19717053"
"2019-04-20T04:55:00Z","5287.08688704","5295.69250909","5287.08688704","5295.69250909","118.14082118"
"2019-04-20T05:00:00Z","5294.7966094","5295.69250909","5294.7966094","5294.7966094","46.57413312"
"2019-04-20T05:05:00Z","5294.8154725","5294.8154725","5294.7966094","5294.7966094","400.58507386"
"2019-04-20T05:10:00Z","5294.7966094","5294.7966094","5294.7966094","5294.7966094","58.02191673"
"2019-04-20T05:15:00Z","5294.7966094","5294.7966094","5288.86","5288.86","2774.27421842"
"2019-04-20T05:20:00Z","5288.86000003","5290.59091339","5288.86","5288.86","6046.47382"
"2019-04-20T05:25:00Z","5288.86","5288.86","5280.83388212","5282.51037172","3782.1447213"
"2019-04-20T05:30:00Z","5282.51037172","5282.51037172","5282.51037172","5282.51037172","0"
"2019-04-20T05:35:00Z","5282.51037172","5282.51037172","5282.51037172","5282.51037172","0"
"2019-04-20T05:40:00Z","5291.70231233","5291.70231233","5291.70231233","5291.70231233","2.61854597"
"2019-04-20T05:45:00Z","5288.7957018","5288.7957018","5288.7957018","5288.7957018","1.64412791"
"2019-04-20T05:50:00Z","5292.63843244","5292.63843244","5292.63843244","5292.63843244","15.69473708"
"2019-04-20T05:55:00Z","5288.04964463","5306.93732114","5288.04964463","5306.51984026","44358.57178967"
"2019-04-20T06:00:00Z","5302.00000002","5302.00000002","5295.177685","5300.26197468","3628.47176845"
"2019-04-20T06:05:00Z","5301.87036596","5308.3957","5300.51197473","5308.3957","3887.53179141"
"2019-04-20T06:10:00Z","5308.01000002","5308.01000002","5295.29358163","5299.27311028","9827.24345034"
"2019-04-20T06:15:00Z","5298.59018172","5299.70130267","5298.59018172","5299.70130267","2410.31488412"
"2019-04-20T06:20:00Z","5302.52383391","5303.19859188","5302.52383391","5303.19859188","1994.45465918"
"2019-04-20T06:25:00Z","5306.79335104","5306.79335104","5299.61620296","5299.61620296","14559.38017815"
"2019-04-20T06:30:00Z","5302.11232415","5302.11232415","5294.93289614","5294.93289614","10359.32763913"
"2019-04-20T06:35:00Z","5292.49875057","5294","5292.49875057","5294","2465.54099842"
"2019-04-20T06:40:00Z","5294.8646705","5294.8646705","5292.15151242","5292.15151242","13026.84850797"
"2019-04-20T06:45:00Z","5291.39600002","5291.39641574","5285.82015175","5289.25451894","1402.61734093"
"2019-04-20T06:50:00Z","5292.15151242","5292.15151242","5292.15151242","5292.15151242","15.69985544"
"2019-04-20T06:55:00Z","5298.95119067","5298.95119094","5294.95072125","5296","315.64235208"
"2019-04-20T07:00:00Z","5299.05119093","5299.05119093","5299.05119093","5299.05119093","285.52374122"
"2019-04-20T07:05:00Z","5299.25119096","5299.25119096","5299.25119096","5299.25119096","74.99998415"
"2019-04-20T07:10:00Z","5299.251191","5308.00822177","5299.251191","5308.00822177","13375.25205618"
"2019-04-20T07:15:00Z","5308.00822177","5308.00822177","5308.00822177","5308.00822177","0"
"2019-04-20T07:20:00Z","5302.6","5302.6","5298.8837601","5298.8837601","1647.19769099"
"2019-04-20T07:25:00Z","5298.88377127","5298.88377127","5298.88377127","5298.88377127","40.85243328"
"2019-04-20T07:30:00Z","5298.29999999","5298.29999999","5298.29999999","5298.29999999","9.15811154"
"2019-04-20T07:35:00Z","5298.29999999","5298.29999999","5298.00000635","5298.00000904","1704.16521016"
"2019-04-20T07:40:00Z","5299.60540462","5302.39999996","5299.60540462","5302.39999996","6491.69316999"
"2019-04-20T07:45:00Z","5303","5309.98480941","5303","5308.65731322","6373.51327043"
"2019-04-20T07:50:00Z","5306.70132956","5306.90968486","5306.07186387","5306.77215854","852.04769362"
"2019-04-20T07:55:00Z","5308.6","5308.6","5308.6","5308.6","229.75291666"
"2019-04-20T08:00:00Z","5309.70132956","5310.47881145","5309.70132956","5310.47881145","481.65556317"
"2019-04-20T08:05:00Z","5310.47881145","5328.95","5310.47881145","5328.95","71933.17039895"
"2019-04-20T08:10:00Z","5326.81842","5326.81842","5306.59913867","5306.79913872","17537.61905492"
"2019-04-20T08:15:00Z","5305.08983211","5306.79913871","5305.08983211","5306.79913871","5035.12393907"
"2019-04-20T08:20:00Z","5310.34999999","5310.34999999","5306.79913871","5306.79913871","17290.67133395"
"2019-04-20T08:25:00Z","5306.79913872","5306.79913872","5303.4910442","5303.4910442","2057.91932099"
"2019-04-20T08:30:00Z","5301.07074432","5301.07074432","5299","5299","2692.85626787"
"2019-04-20T08:35:00Z","5300","5308.72740225","5299","5308.72740225","1585.18836577"
"2019-04-20T08:40:00Z","5302.92555332","5303.02555333","5298","5298.91824133","2805.78415406"
"2019-04-20T08:45:00Z","5298","5298.05422205","5296.5885496","5296.5885496","3561.41439301"
"2019-04-20T08:50:00Z","5296.83606687","5297.59678488","5296.83606687","5297.59678488","264.87531478"
"2019-04-20T08:55:00Z","5297.18855828","5297.18855828","5297.18855828","5297.18855828","379.52210658"
"2019-04-20T09:00:00Z","5296.58854571","5296.58854571","5296.1","5296.1","1184.7564775"
"2019-04-20T09:05:00Z","5296.1","5296.1","5285.43877811","5285.43877811","8857.11630833"
"2019-04-20T09:10:00Z","5289.87267204","5291.7","5286.01623101","5291.7","693.19026726"
"2019-04-20T09:15:00Z","5292.2582983","5292.2582983","5292.2582983","5292.2582983","383.23740283"
"2019-04-20T09:20:00Z","5293.62328169","5301.98855754","5293.62328169","5299.61454355","5532.47475193"
"2019-04-20T09:25:00Z","5302.96351001","5302.96351156","5301.02351787","5302.96351156","1318.33050572"
"2019-04-20T09:30:00Z","5302.96351156","5302.96351156","5298.91454345","5298.91454345","226.47046247"
"2019-04-20T09:35:00Z","5297.48349057","5297.48349057","5297.48349057","5297.48349057","183.45042295"
"2019-04-20T09:40:00Z","5297.48349057","5297.48349057","5297","5297.48349056","7222.22150955"
"2019-04-20T09:45:00Z","5297.48349056","5302.09624352","5297.48349056","5301.34410894","1745.69441919"
"2019-04-20T09:50:00Z","5300.47021804","5300.47021804","5293.29203984","5294","6642.58282785"
"2019-04-20T09:55:00Z","5294","5294.57633486","5287.60396858","5290.05628156","9409.05348447"
"2019-04-20T10:00:00Z","5287.28362166","5288.51747222","5280","5281.57803688","2254.83193036"
"2019-04-20T10:05:00Z","5283.14105358","5283.41614902","5273.98147606","5274.08147607","19603.20542817"
"2019-04-20T10:10:00Z","5277.29154867","5282.12270337","5273.78578407","5273.78578407","33309.59482649"
"2019-04-20T10:15:00Z","5273.78578408","5285.09520989","5273.78578408","5282.79851909","12811.79984985"
"2019-04-20T10:20:00Z","5283.03337514","5285.61201295","5283","5283.13144617","1408.77942786"
"2019-04-20T10:25:00Z","5284.93459783","5286.7159937","5284.93459783","5286.7159937","12742.24448481"
"2019-04-20T10:30:00Z","5286.52959517","5286.7159937","5281.85012764","5281.85012764","20372.16115898"
"2019-04-20T10:35:00Z","5286.39999999","5286.39999999","5281.5581626","5282.09999999","1141.80639921"
"2019-04-20T10:40:00Z","5276.77252563","5280.53858827","5276.77252563","5280.48132021","2884.98180972"
"2019-04-20T10:45:00Z","5280.48132021","5280.48132021","5277.47657983","5277.47657983","769.03631642"
"2019-04-20T10:50:00Z","5275.11496953","5287.50994189","5275.11496953","5287.50994189","2410.70718664"
"2019-04-20T10:55:00Z","5287.509","5287.50994189","5287.509","5287.509","3734.75098969"
"2019-04-20T11:00:00Z","5287.50900001","5292.39203978","5287.509","5289.03854257","9069.35400817"
"2019-04-20T11:05:00Z","5289.03854257","5289.89999999","5287.509","5287.509","12948.05948709"
"2019-04-20T11:10:00Z","5287.509","5287.79999998","5284.21692788","5287.79999998","9256.99031059"
"2019-04-20T11:15:00Z","5287.79999998","5287.79999998","5287.79999998","5287.79999998","314.09331063"
"2019-04-20T11:20:00Z","5287.79999997","5290.29203954","5287.79999997","5290.29203954","441.34664177"
"2019-04-20T11:25:00Z","5288.19203957","5290.46288416","5287.79999997","5287.79999997","799.20527303"
"2019-04-20T11:30:00Z","5286.29114566","5286.29114566","5286.29114566","5286.29114566","55.41793455"
"2019-04-20T11:35:00Z","5287.2","5287.2","5285.4612139","5285.4612139","172.81918238"
"2019-04-20T11:40:00Z","5284.3","5287.59059273","5278.51681447","5278.51681447","1007.87234196"
"2019-04-20T11:45:00Z","5278.51681447","5278.51681447","5278.51681447","5278.51681447","0"
"2019-04-20T11:50:00Z","5280.12068555","5280.12068555","5280.12068555","5280.12068555","1.39801755"
"2019-04-20T11:55:00Z","5285.64022233","5285.64022233","5285.64022209","5285.64022209","529.8273431"
"2019-04-20T12:00:00Z","5285.64022209","5285.64022209","5285.64022209","5285.64022209","0"
"2019-04-20T12:05:00Z","5290","5294.6094007","5287.87536265","5294.6094007","952.2589914"
"2019-04-20T12:10:00Z","5294.6094007","5294.60940071","5294","5294","1504.24594694"
"2019-04-20T12:15:00Z","5295.88129509","5297.64291596","5290.64663602","5297.51611554","519.32719451"
"2019-04-20T12:20:00Z","5297.51611554","5297.51611554","5294.47044195","5294.47044195","121.92004946"
"2019-04-20T12:25:00Z","5287.80091759","5287.80091759","5287.80091756","5287.80091756","33.8452043"
"2019-04-20T12:30:00Z","5285.24766703","5291.39999992","5285.24766703","5291.19999994","69.22259559"
"2019-04-20T12:35:00Z","5287.03181291","5287.03181291","5284.3","5284.3","845.87650468"
"2019-04-20T12:40:00Z","5284.25500467","5289.29999987","5284.25500467","5289.29999987","36.8329697"
"2019-04-20T12:45:00Z","5289.29999987","5289.29999987","5289.29999987","5289.29999987","0"
"2019-04-20T12:50:00Z","5289.29999987","5289.29999987","5289.29999987","5289.29999987","0"
"2019-04-20T12:55:00Z","5291.89701528","5293","5291.89701528","5293","1295.21168154"
"2019-04-20T13:00:00Z","5293","5293.93203433","5288.5","5293.93203433","1498.85590497"
"2019-04-20T13:05:00Z","5296.20781817","5299.09999999","5296.20781817","5299.09999999","9878.04957217"
"2019-04-20T13:10:00Z","5298","5299.09999999","5298","5298","4196.03731485"
"2019-04-20T13:15:00Z","5298","5298.24891647","5298","5298.24891647","23542.42123358"
"2019-04-20T13:20:00Z","5298.24891647","5298.8786903","5298","5298.8786903","1942.67099273"
"2019-04-20T13:25:00Z","5298","5303.37117249","5298","5303.37117249","6193.48942683"
"2019-04-20T13:30:00Z","5303.37117247","5303.37117249","5299.1","5299.1","5748.8096432"
"2019-04-20T13:35:00Z","5300.27606366","5300.59999999","5299.14056587","5300.59999999","26.38027185"
"2019-04-20T13:40:00Z","5299.10000001","5299.10000001","5293.81145746","5295.03454877","3601.92901463"
"2019-04-20T13:45:00Z","5295.03454877","5295.03454877","5295.03454877","5295.03454877","0"
"2019-04-20T13:50:00Z","5290.59417295","5290.59417295","5286.25916873","5286.25916873","16.10237301"
"2019-04-20T13:55:00Z","5288.76724026","5288.76724026","5288.76724026","5288.76724026","1543.3064948"
"2019-04-20T14:00:00Z","5290.78871122","5290.78871122","5290.78871122","5290.78871122","222.00419262"
"2019-04-20T14:05:00Z","5290.78871122","5290.78871122","5290.78871122","5290.78871122","2.20197335"
"2019-04-20T14:10:00Z","5286.26","5286.26","5280.32922953","5280.32922953","3604.15752098"
"2019-04-20T14:15:00Z","5280.32922953","5280.32922953","5280.32922953","5280.32922953","0"
"2019-04-20T14:20:00Z","5280.32922953","5280.32922953","5280.32922953","5280.32922953","0"
"2019-04-20T14:25:00Z","5285.58866174","5285.58866174","5281.36965882","5283.80258609","103.58582992"
"2019-04-20T14:30:00Z","5283.80258609","5283.80258609","5283.80258609","5283.80258609","0"
"2019-04-20T14:35:00Z","5283.80258609","5283.80258609","5283.80258609","5283.80258609","0"
"2019-04-20T14:40:00Z","5283.91857993","5283.91857993","5283.91857993","5283.91857993","21.89529045"
"2019-04-20T14:45:00Z","5283.80000003","5283.80000003","5280","5280","3056.05434329"
"2019-04-20T14:50:00Z","5280","5287.89000715","5276","5287.09949542","1383.4726299"
"2019-04-20T14:55:00Z","5287.09949542","5287.09949542","5287.09949542","5287.09949542","9.99996711"
"2019-04-20T15:00:00Z","5290.12413008","5290.12413008","5287.9661474","5287.9661474","792.44283429"
"2019-04-20T15:05:00Z","5288.38220801","5291.94308261","5288.38220801","5291.94308261","1378.13291517"
"2019-04-20T15:10:00Z","5294.47999995","5294.69999999","5294.47999995","5294.69999999","2488.69405059"
"2019-04-20T15:15:00Z","5294.16839231","5294.69999999","5294.16839231","5294.69999999","76.23109953"
"2019-04-20T15:20:00Z","5294.48000001","5294.58","5294.48000001","5294.58","96.66648653"
"2019-04-20T15:25:00Z","5294.48000001","5294.59046206","5294.48000001","5294.59046206","541.13799906"
"2019-04-20T15:30:00Z","5294.59417295","5315.04249998","5294.59417295","5309.21154761","50401.56019539"
"2019-04-20T15:35:00Z","5308.62707686","5308.62707686","5299.59417327","5299.59417327","12.6211013"
"2019-04-20T15:40:00Z","5298.03908279","5298.03908279","5298.03908279","5298.03908279","1699.31053894"
"2019-04-20T15:45:00Z","5298.03908279","5299.12425685","5291.15413012","5291.15413012","37267.40296021"
"2019-04-20T15:50:00Z","5291.15413012","5291.15413012","5287.40398615","5287.40398615","3168.06777985"
"2019-04-20T15:55:00Z","5286.96851337","5294.00167808","5286.2352732","5291.86492757","2054.70584101"
"2019-04-20T16:00:00Z","5293.5564161","5293.5564161","5288.67330761","5288.67330761","2856.36473152"
"2019-04-20T16:05:00Z","5292.7199917","5296.61510762","5292.7199917","5296.61510762","5087.61273565"
"2019-04-20T16:10:00Z","5296.61510762","5296.61510762","5293.37675708","5293.37675708","4905.47355812"
"2019-04-20T16:15:00Z","5293.37675708","5293.37675708","5293.37675708","5293.37675708","0"
"2019-04-20T16:20:00Z","5299.19393389","5299.19393389","5297.9","5297.9","6957.49333362"
"2019-04-20T16:25:00Z","5299.1939339","5299.1939339","5297.09360029","5297.68920379","3672.66715059"
"2019-04-20T16:30:00Z","5297.22405941","5302.79649039","5297.01827447","5302.79649039","7164.54170799"
"2019-04-20T16:35:00Z","5302.79649039","5302.79649039","5299.40468223","5299.50468223","7814.46406869"
"2019-04-20T16:40:00Z","5299.00478223","5299.00478223","5297.49034621","5298.91052242","4859.93175844"
"2019-04-20T16:45:00Z","5298.91052242","5298.91052242","5298.91052242","5298.91052242","247.34482389"
"2019-04-20T16:50:00Z","5298.91052242","5298.91052242","5298.91052242","5298.91052242","0"
"2019-04-20T16:55:00Z","5301.79649087","5301.79649087","5301.79649086","5301.79649087","451.85753497"
"2019-04-20T17:00:00Z","5301.79649086","5301.79649086","5297.49034621","5301.04963176","1336.8855632"
"2019-04-20T17:05:00Z","5297.49034624","5297.94233476","5297.49034621","5297.94233476","8506.96012949"
"2019-04-20T17:10:00Z","5297.84233476","5298.97169699","5297.49034621","5298.97169699","15768.70748257"
"2019-04-20T17:15:00Z","5297.49034621","5297.49034621","5292.21583403","5292.21583403","8633.07019523"
"2019-04-20T17:20:00Z","5292.21583403","5295.66763882","5292.21583403","5295.66763882","2145.5860624"
"2019-04-20T17:25:00Z","5295.66763882","5295.66763882","5295.66763882","5295.66763882","0"
"2019-04-20T17:30:00Z","5293.62528663","5294.21337062","5292.86523047","5292.86523047","992.22028259"
"2019-04-20T17:35:00Z","5292.86523047","5295.5089958","5292.35476118","5295.5089958","435.34730652"
"2019-04-20T17:40:00Z","5297.55674385","5298.72198449","5297.55674385","5298.72198449","94.6725256"
"2019-04-20T17:45:00Z","5299","5301.79649087","5285","5285","30626.31704624"
"2019-04-20T17:50:00Z","5292.10274527","5292.73269331","5285","5285","26520.43797788"
"2019-04-20T17:55:00Z","5285","5286.51389542","5282.39621503","5286.51389542","2165.14055575"
